DELEVAR,VARINMODEL,nummissvar,modelnum,age3_lin_beta,age3_sp1_beta,age3_sp2_beta,gender_beta,R5EATA_beta,R5CANCRE_beta,R5DIABE_beta,heart1_beta,heart2_beta,R5HIBPE_beta,R5MEALSA_beta,R5MONEYA_beta,h5lvalone_beta,R5LUNGE_beta,R5PUSHA_beta,R5WALKSA_beta,bmi3_lin_beta,bmi3_sp1_beta,bmi3_sp2_beta,smoking1_beta,smoking2_beta,stroke1_beta,stroke2_beta
R5LUNGE smoking1 smoking2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5PUSHA R5WALKSA bmi3_lin bmi3_sp1 bmi3_sp2 stroke1 stroke2,2,93,0.0523367704,0.0344192479,-0.229980633,-0.264940121,0.2538705356,0.0553950468,0.1069791251,-0.018910994,-0.150047428,0.0215549262,0.2037925178,0.2592502375,-0.026081417,,0.0769015857,0.2048268615,0.0209581953,-0.046008062,0.1311893091,,,0.2603282532,0.1469610731
R5LUNGE bmi3_lin bmi3_sp1 bmi3_sp2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5PUSHA R5WALKSA smoking1 smoking2 stroke1 stroke2,2,94,0.0492216447,0.0359371186,-0.234461282,-0.240280642,0.2465475746,0.0551828214,0.1117607165,-0.023881481,-0.157163016,0.0269349013,0.199248508,0.2590251592,-0.018397752,,0.0755807318,0.2259189956,,,,-0.035611637,-0.216026055,0.2585481024,0.147785406
R5LUNGE R5WALKSA,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5PUSHA bmi3_lin bmi3_sp1 bmi3_sp2 smoking1 smoking2 stroke1 stroke2,2,95,0.0497551365,0.0469854038,-0.260579918,-0.259916715,0.2851737045,0.0614681882,0.1226324145,0.000623095,-0.106332318,0.029164212,0.2434169454,0.2678558109,-0.019692827,,0.1427461661,,0.0144993612,-0.022750001,0.0711021854,-0.026017578,-0.15554484,0.2763496827,0.1763779303
R5LUNGE R5PUSHA,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5WALKSA bmi3_lin bmi3_sp1 bmi3_sp2 smoking1 smoking2 stroke1 stroke2,2,96,0.0515942512,0.0321295276,-0.223927391,-0.261398988,0.2637751979,0.0557868937,0.1060621078,-0.016818786,-0.140642134,0.0227284223,0.2152965308,0.2693175843,-0.016896191,,,0.2423556723,0.0162789674,-0.039071607,0.1157752337,-0.034513479,-0.19779052,0.2642711235,0.160713381
R5PUSHA stroke1 stroke2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5WALKSA bmi3_lin bmi3_sp1 bmi3_sp2 smoking1 smoking2,2,97,0.0512001875,0.0355092572,-0.236888247,-0.25617195,0.2739244248,0.0563064218,0.1005319984,-0.001700344,-0.086241643,0.0319089716,0.235953359,0.2879875278,-0.020213121,-0.207603994,,0.2706977541,0.0146544481,-0.038798706,0.1183999421,-0.013284704,-0.178355522,,
R5PUSHA smoking1 smoking2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5WALKSA bmi3_lin bmi3_sp1 bmi3_sp2 stroke1 stroke2,2,98,0.051878577,0.0373808151,-0.239844994,-0.272550251,0.2593378232,0.0559628862,0.1015557106,-0.00850465,-0.093701435,0.0233218842,0.228221004,0.2668031127,-0.025441814,-0.224268157,,0.2477948805,0.0172688978,-0.039876199,0.1187465661,,,0.2726865279,0.1559280837
R5PUSHA bmi3_lin bmi3_sp1 bmi3_sp2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5WALKSA smoking1 smoking2 stroke1 stroke2,2,99,0.0490988986,0.0385087761,-0.24262297,-0.256322915,0.2521746726,0.0553262343,0.1063042826,-0.01305574,-0.102021564,0.0275782293,0.2244656906,0.2670681187,-0.018658111,-0.216777963,,0.2655657227,,,,-0.018138478,-0.191572374,0.2702121881,0.1553607004
R5PUSHA R5WALKSA,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE bmi3_lin bmi3_sp1 bmi3_sp2 smoking1 smoking2 stroke1 stroke2,2,100,0.0503853683,0.0502648671,-0.269624885,-0.294063289,0.3089028307,0.0635876588,0.1266498584,0.0210569681,-0.033421236,0.0376484529,0.2912757943,0.282479048,-0.018791245,-0.158398808,,,0.0079937585,-0.004818439,0.0257109855,-0.007759787,-0.123660603,0.2939673127,0.2039780932
R5WALKSA stroke1 stroke2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5PUSHA bmi3_lin bmi3_sp1 bmi3_sp2 smoking1 smoking2,2,101,0.0493786705,0.0509521359,-0.274766609,-0.252587497,0.2992651653,0.0632277994,0.1195232792,0.0164650013,-0.054535103,0.0395281179,0.2656861226,0.2855427648,-0.022584038,-0.178018448,0.1652054638,,0.012963755,-0.021010097,0.0690196592,-0.006345943,-0.134251087,,
R5WALKSA smoking1 smoking2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5PUSHA bmi3_lin bmi3_sp1 bmi3_sp2 stroke1 stroke2,2,102,0.0497636093,0.0520672529,-0.275852589,-0.266440461,0.282151085,0.0617991678,0.1184384869,0.0074976823,-0.065784572,0.0298096297,0.2542629249,0.2641326802,-0.026333012,-0.194165554,0.1511734661,,0.0150610641,-0.022807494,0.0720592067,,,0.283522193,0.1715781643
R5WALKSA bmi3_lin bmi3_sp1 bmi3_sp2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5PUSHA smoking1 smoking2 stroke1 stroke2,2,103,0.0462252549,0.0549224911,-0.281988513,-0.253920427,0.2753665432,0.0621083146,0.1324121785,0.0047929634,-0.067638626,0.0392084401,0.2556367246,0.2628922386,-0.020804254,-0.186884271,0.1555153854,,,,,-0.010538265,-0.154599106,0.2816602783,0.1705732082
bmi3_lin bmi3_sp1 bmi3_sp2 stroke1 stroke2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5PUSHA R5WALKSA smoking1 smoking2,2,104,0.048765213,0.0397040432,-0.248255968,-0.233118346,0.2529622168,0.0555782972,0.1039665834,-0.009525228,-0.104258098,0.0337737628,0.2172554064,0.2755960407,-0.021912121,-0.222076867,0.0937152479,0.2487301912,,,,-0.013909118,-0.193586511,,
bmi3_lin bmi3_sp1 bmi3_sp2 smoking1 smoking2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5PUSHA R5WALKSA stroke1 stroke2,2,105,0.0492735542,0.0417163508,-0.251952725,-0.249377716,0.2390861209,0.0556793865,0.1082430606,-0.015566418,-0.108341573,0.0283048358,0.2120341896,0.2546386879,-0.027616307,-0.240130746,0.0846399676,0.230253893,,,,,,0.2671688382,0.1407697082
smoking1 smoking2 stroke1 stroke2,age3_lin age3_sp1 age3_sp2 gender R5EATA R5CANCRE R5DIABE heart1 heart2 R5HIBPE R5MEALSA R5MONEYA H5LVALONE R5LUNGE R5PUSHA R5WALKSA bmi3_lin bmi3_sp1 bmi3_sp2,2,106,0.0516113454,0.0381996148,-0.244451913,-0.248269742,0.2599515496,0.0563530013,0.0995333115,-0.004933254,-0.095355768,0.0292516318,0.2207604788,0.2748032142,-0.028426534,-0.229159292,0.0956084255,0.2311823572,0.0196173802,-0.047170872,0.1384836832,,,,
